评估资产,文化程度,人均工资,月末合计,货币资金,应收票据,存货,固定资产,总资产,借款,应付票据,应交税金,实收资本,负债及权益,应收帐款,预付账款,应付账款,收入,成本税金,期间费用,外收净额,所得税,净利润,毛利率,净利率,个人保证,企业保证,房产抵押,知识产权质押,应收账款质押,营运资金,净资产,资产负债率,流动比率,速动比率,长期资产适宜率,齿轮比率,年营业收入,销售利润率,净资产回报率,利息保障倍数,净资产增长率,销售收入增长率,利润增长率,利润增长额,报告编号
0.0,4.0,10377.46,14.0,16.0,0.0,279.0,16.0,1083.0,180.0,0.0,-15.0,372.0,1083.0,28.0,6.0,148.0,1174.0,640.0,478.0,0.0,0.0,56.0,0.46,0.05,1.0,0.0,0.0,0.0,0.0,-512.0,231.0,0.79,0.4,0.07,14.65,0.78,1174.0,0.05,0.37,25.86,2.07,37.26,1.29,248.0,516392201
0.0,4.0,21272.0,4760.0,7216.0,0.0,6001.0,408.0,18633.0,0.0,0.0,0.0,1356.0,18633.0,1882.0,1062.0,2289.0,32054.0,17813.0,14267.0,-4.0,0.0,-92.0,0.45,0.0,1.0,0.0,0.0,0.0,0.0,14938.0,15750.0,0.15,6.18,4.1,38.59,0.0,32054.0,0.0,-0.01,0.88,29.57,404.84889007331526,0.01,1.0,517472201
1.0,4.0,6571.51,2266.0,3143.0,1144.0,1215.0,5385.0,20356.0,800.0,1815.0,375.0,3000.0,20356.0,6542.0,0.0,3032.0,15840.0,12147.0,1410.0,1.0,275.0,2234.0,0.24,0.14,1.0,1.0,0.0,0.0,0.0,7178.0,11593.0,0.41,2.02,1.84,2.39,0.22,15840.0,0.14,0.2,76.45,0.22,0.3,-0.02,-47.0,517532201
1.0,2.0,4600.0,36.0,75.0,0.0,342.0,34.0,1422.0,0.0,0.0,2.0,50.0,1422.0,830.0,120.0,94.0,1791.0,1549.0,126.0,0.0,0.0,116.0,0.1351,0.0648,1.0,0.0,1.0,0.0,0.0,1166.0,1200.0,0.16,6.25,4.71,35.04,0.0,1791.0,0.06,0.18,73.21,20.44,3.45,157.0041257433765,116.0,517772103
0.0,4.0,9965.0,84.0,180.0,0.0,373.0,31.0,1317.0,310.0,0.0,-49.0,435.0,1317.0,199.0,0.0,228.0,270.0,218.0,568.0,-1.0,0.0,-506.0,0.19,-1.87,1.0,0.0,0.0,0.0,0.0,-116.0,-85.0,0.76,0.88,0.51,10.26,0.98,270.0,-1.87,-1.38,-132.08,-0.25,0.1,-1.57,-309.0,519452201
1.0,3.0,6687.0,2072.0,1519.0,0.0,1340.0,785.0,6866.0,0.0,0.0,76.0,50.0,6866.0,365.0,407.0,173.0,15621.0,11593.0,2735.0,205.0,175.0,1363.0,0.26,0.09,1.0,0.0,0.0,0.0,0.0,2480.0,3265.0,0.52,1.69,1.32,4.16,0.0,15621.0,0.09,0.53,1911.86,0.78,0.36,0.46,431.0,520622101
1.0,3.0,6607.0,10706.0,13779.0,0.0,7942.0,2939.0,30600.0,4373.0,11340.360589541327,-769.0,3000.0,30600.0,2745.0,1369.0,2731.0,32560.0,30488.0,1720.0,258.0,10.0,600.0,0.06,0.02,1.0,0.0,1.0,0.0,0.0,4098.0,5483.0,0.82,1.18,0.83,2.03,3.1,32560.0,0.02,0.12,143.42,0.13,0.58,0.71,249.0,520632301
0.0,4.0,10400.0,1550.0,731.0,0.0,4662.0,17.0,6596.0,0.0,0.0,2.0,500.0,6596.0,1044.0,0.0,1542.0,10302.0,6924.0,3586.0,11.0,0.0,-196.0,0.33,-0.02,1.0,0.0,0.0,0.0,0.0,4573.0,4620.0,0.29,3.42,0.95,269.48,0.0,10302.0,-0.02,-0.08,-0.95,0.0,0.0,0.0,-196.0,521512101
0.0,4.0,18667.0,130.0,151.0,188.0,35.0,2.0,871.0,0.0,0.0,10.0,458.0,871.0,228.0,207.0,9.0,1324.0,438.0,288.0,0.0,5.0,594.0,0.68,0.45,1.0,0.0,0.0,0.0,0.0,734.0,736.0,0.04,24.34,23.22,329.93,0.0,1324.0,0.45,1.35,0.0,4.17,2.79,20.01,565.0,523012201
0.0,4.0,13009.0,296.0,13.0,0.0,1873.0,11.0,3085.0,776.0,0.0,11.0,60.0,3085.0,1162.0,0.0,1513.0,4970.0,4429.0,339.0,1.0,19.0,183.0,0.11,0.04,1.0,1.0,0.0,0.0,0.0,317.0,328.0,0.9,1.11,0.56,29.94,2.36,4970.0,0.04,0.77,954.29,1.26,3.93,1.15,98.0,523042101
0.0,4.0,12576.0,468.0,363.0,0.0,4130.0,108.0,5347.0,300.0,0.0,-339.0,100.0,5347.0,351.0,0.0,3687.0,11171.0,8980.0,1984.0,85.0,0.0,374.0,0.2,0.03,1.0,0.0,0.0,0.0,0.0,486.0,635.0,0.88,1.1,0.23,5.43,0.47,11171.0,0.03,0.87,34.76,1.89,0.59,10.42,341.0,524032101
0.0,2.0,8500.0,681.0,358.0,0.0,448.0,1305.0,7263.0,0.0,0.0,-105.0,300.0,7263.0,2413.0,2326.0,902.0,2154.0,1727.0,354.0,0.0,0.0,73.0,0.2,0.03,1.0,0.0,0.0,0.0,0.0,4910.0,6315.0,0.12,6.8,6.27,4.57,0.0,2154.0,0.03,0.02,0.0,0.0,0.0,0.0,73.0,524692101
1.0,3.0,6415.0,79.0,2.0,0.0,188.0,761.0,2810.0,700.0,0.0,9.0,1102.0,2810.0,2097.0,676.0,817.0,4396.0,3240.0,953.0,5.0,13.0,195.0,0.27,0.04,1.0,0.0,1.0,0.0,0.0,1134.0,1895.0,0.33,2.24,2.03,2.49,0.37,4396.0,0.04,0.11,10.57,0.24,-0.1,-0.5,-195.0,524752101
0.0,4.0,17949.48,1378.0,337.0,0.0,254.0,121.0,2283.0,255.0,0.0,13.0,931.0,2283.0,570.0,51.0,313.0,885.0,465.0,1768.0,0.0,0.0,-983.0,0.48,-1.11,1.0,0.0,0.0,0.0,0.0,1035.0,1707.0,0.29,2.48,2.12,3.19,0.15,756.0,-1.16,-0.4,-236.83,-0.34,2.72,0.14,146.0,525592202
1.0,3.0,10034.0,859.0,308.0,3141.204942682837,8208.0,469.0,34742.0,3000.0,0.0,181.0,2000.0,34742.0,21154.0,0.0,21143.0,87126.0,77830.0,7780.0,11.0,415.0,1121.0,0.11,0.01,1.0,0.0,0.0,0.0,0.0,9837.0,10361.0,0.7,1.4,1.07,22.1,0.29,87126.0,0.01,0.11,6.09,0.12,0.32,-0.08,-93.0,526892202
0.0,5.0,9895.027583624564,1260.0,159.0,0.0,41.0,24.0,2651.0,0.0,0.0,-18.0,130.0,2651.0,0.0,0.0,0.0,538.0,92.0,1415.0,-6.0,0.0,-956.0,0.83,-1.78,1.0,0.0,0.0,0.0,0.0,1928.0,2051.0,0.27,3.39,3.35,17.39,0.0,538.0,-1.78,-0.79,0.0,6.73,32.63,-0.16,-133.0,527082201
0.0,5.0,12162.5,2341.0,115.0,0.0,0.0,0.0,4231.0,0.0,0.0,3.0,76.0,4231.0,0.0,67.0,0.0,2.0,0.0,304.0,0.0,2.0,-287.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2400.0,4200.0,0.01,36.28744866943947,34.00258073843389,2.33,0.0,2.0,-126.23,-0.09,-59.0,1.08,0.0,-16.03,-271.0,527902101
1.0,4.0,6310.0,148.0,232.0,172.0,1194.0,1079.0,3737.0,0.0,0.0,9.0,600.0,3737.0,778.0,23.0,1552.0,2084.0,2195.0,328.0,-1.0,8.0,-447.0,-0.05,-0.21,0.22280951931397844,1.0,0.0,0.0,0.0,-1680.0,-413.0,1.11,0.59,0.3,-0.37,0.0,2084.0,-0.21,12.137346039906747,0.0,-2.12,13.27,-4.4,-364.0,528052101
1.0,4.0,9345.0,2809.0,308.0,0.0,2798.0,602.0,16534.0,3500.0,0.0,353.0,1000.0,16534.0,0.0,3844.0,915.0,15749.0,10608.0,3515.0,-11.0,426.0,1278.0,0.33,0.08,1.0,1.0,0.0,0.0,0.0,5607.0,6510.0,0.6,1.56,1.28,7.7,0.53,15749.0,0.08,0.22,3.68,0.24,-0.05,-0.02,-26.0,528252101
0.0,3.0,7000.0,151.0,50.0,0.0,99.0,1.0,244.0,0.0,0.0,0.0,50.0,244.0,63.0,31.0,17.0,170.0,103.0,72.0,7.0,0.0,2.0,0.4,0.01,1.0,0.0,1.0,0.0,0.0,129.0,130.0,0.47,2.14,1.26,245.57,0.0,170.0,0.01,0.01,15.98,0.44,0.3,1.13,14.0,530682101
0.0,4.0,10000.0,189.8,121.0,0.0,1273.0,43.0,3263.0,120.0,0.0,-95.0,400.0,3263.0,1422.0,2.0,1536.0,6203.0,5241.0,729.0,0.0,15.0,219.0,0.16,0.04,1.0,0.0,0.0,0.0,1.0,854.0,897.0,0.73,1.36,0.82,20.98,0.13,6203.0,0.04,0.28,136.73,0.41,0.93,1.04,111.0,531492101
1.0,4.0,6675.0,412.0,259.0,0.0,0.0,0.0,4769.0,2290.0,0.0,19.0,1000.0,4769.0,2425.0,830.0,785.0,27139.0,26360.0,564.0,1.0,20.0,196.0,0.03,0.01,1.0,1.0,0.0,0.0,0.0,1291.0,1301.0,0.73,1.37,1.37,132.73,1.76,27139.0,0.01,0.21,10.69,1.15,1.27,0.29,44.0,531732301
0.0,5.0,9924.0,408.0,567.0,0.0,165.0,15.0,1316.0,0.0,0.0,0.0,115.0,1316.0,104.0,60.0,91.0,2220.0,1517.0,418.0,0.0,0.0,222.0,0.32,0.1,1.0,0.0,0.0,0.0,0.0,474.0,830.0,0.35,2.04,1.68,4.36,0.0,2220.0,0.1,0.31,80.87,0.36,0.23,1.53,134.0,531862101
1.0,4.0,8718.0,860.0,1451.0,0.0,2818.0,176.0,6711.0,603.0,0.0,0.0,0.0,6711.0,2200.0,0.0,3091.0,18929.0,14769.0,3535.0,-110.0,0.0,523.0,0.19,0.03,1.0,0.0,0.0,0.0,0.0,1705.0,1881.0,0.72,1.35,0.77,10.68,0.32,18929.0,0.03,0.31,64.6,0.25,0.95,2.28,363.0,532592101
1.0,4.0,5185.0,232.0,282.0,0.0,206.0,82.0,1858.0,300.0,0.0,6.0,1611.0,1858.0,1063.0,0.0,-619.0,3004.0,2672.0,321.0,12.0,0.0,23.0,0.11,0.01,1.0,0.0,1.0,0.0,0.0,1782.0,1864.0,0.0,36.28744866943947,34.00258073843389,22.73,0.16,3004.0,0.01,0.02,4.01,0.62,0.74,-0.29,-9.0,532872101
0.0,3.0,6000.0,56.0,43.0,72.0,380.0,1929.0,7227.0,0.0,0.0,13.0,2301.0,7227.0,3657.0,763.0,2843.0,9270.0,8175.0,590.0,686.0,0.0,1191.0,0.13,0.13,1.0,1.0,0.0,0.0,0.0,1236.0,3492.0,0.52,1.33,1.23,1.81,0.0,9270.0,0.13,0.39,16.29,0.36,0.74,1.07,617.0,533522101
1.0,3.0,10159.0,962.0,1256.0,0.0,35.0,528.0,5065.0,1000.0,0.0,14.0,300.0,5065.0,2425.0,0.0,1805.0,4942.0,2669.0,1247.0,283.0,22.0,1288.0,0.47,0.26,1.0,0.0,1.0,0.0,0.0,1588.0,2160.0,0.58,1.52,1.51,3.9,0.46,4942.0,0.26,0.85,76.28,1.52,0.3,7.93,1144.0,533732201
0.0,2.0,6208.0,596.0,103.0,157.0,0.0,179.0,6349.0,0.0,0.0,30.0,100.0,6349.0,4083.0,1259.0,5275.0,5101.0,4251.0,909.0,18.0,0.0,-41.0,0.17,-0.01,1.0,0.0,0.0,0.0,1.0,601.0,781.0,0.88,1.11,1.11,4.35,0.0,5101.0,-0.01,-0.05,-0.76,0.09,0.62,-1.16,-294.0,534782101
1.0,3.0,6637.0,102.0,76.0,0.0,547.0,785.0,6552.0,1750.0,0.0,1231.0,400.0,6552.0,4965.0,85.0,6041.0,7716.0,7892.0,644.0,306.0,0.0,-515.0,-0.02,-0.07,1.0,0.0,0.0,0.0,0.0,-4063.0,-3249.0,1.49,0.59,0.53,-4.13,-0.54,7716.0,-0.07,0.18,-19.29,0.28,0.83,-0.63,-199.0,535132102
0.0,3.0,5806.0,313.0,442.0,116.0,1099.0,55.0,2609.0,400.0,0.0,5.0,480.0,2609.0,898.0,0.0,128.0,6129.0,4745.0,576.0,4.0,0.0,812.0,0.23,0.13,1.0,0.0,0.0,0.0,0.0,2198.0,1852.0,0.29,7.15,4.08,41.25,0.22,6129.0,0.13,0.57,21.26,0.86,1.22,3.88,645.0,536502201
0.0,4.0,11000.0,1103.0,2886.0,0.0,65.0,51.0,4474.0,500.0,0.0,0.0,253.0,4474.0,7.0,14.0,0.0,43.0,38.0,740.0,38.0,0.0,-665.0,0.1,-15.52,1.0,0.0,0.0,0.0,0.0,3792.0,3926.0,0.12,7.92,7.8,33.54,0.13,43.0,-15.52,-0.26,0.0,2.38,-0.1,-7.45,-586.0,536632101
0.0,3.0,5409.0,224.0,1312.0,41.0,1785.0,649.0,10401.0,137.0,792.0,207.0,360.0,10401.0,5703.0,45.0,4548.0,9871.0,9218.0,1032.0,64.0,2.0,-316.0,0.07,-0.03,1.0,0.0,0.0,0.0,0.0,3162.0,3809.0,0.63,1.48,1.21,5.87,0.24,9871.0,-0.03,-0.08,-7.9,-0.09,0.19,-1.56,-884.0,536882202
1.0,4.0,7546.0,775.0,57.0,0.0,680.0,63.0,751.0,550.0,0.0,19.0,300.0,751.0,70.0,-118.0,-911.0,328.0,358.0,77.0,0.0,2.0,-107.0,-0.09,-0.33,1.0,1.0,0.0,0.0,0.0,7903.0,8250.0,0.28,3.52,2.46,32.99,0.36,17671.0,0.01,0.02,2.46,0.03,-0.18,-0.62,-255.0,536932101
0.0,4.0,6875.0,1089.0,1178.0,0.0,1527.0,209.0,4296.0,625.0,0.0,-188.0,1000.0,4296.0,1237.0,0.0,2467.0,11678.0,9709.0,1802.0,0.0,0.0,296.0,0.17,0.03,1.0,0.0,0.0,0.0,0.0,881.0,1190.0,0.72,1.28,0.79,3.85,0.53,11678.0,0.03,0.19,4.45,-0.36,0.09,0.97,146.0,537592201
0.0,4.0,9472.39,706.0,439.0,0.0,867.0,75.0,3295.0,-100.0,0.0,13.0,1500.0,3295.0,1811.0,0.0,1510.0,5500.0,4682.0,749.0,0.0,0.0,69.0,0.15,0.01,1.0,0.0,0.0,0.0,1.0,1351.0,1449.0,0.55,1.75,1.27,19.8,-0.07,5500.0,0.01,0.07,0.0,2.62,13.31,1.75,161.0,537792201
1.0,4.0,13781.0,192.0,998.0,459.0,1065.0,2515.0,19496.0,2881.0,0.0,-125.0,4365.0,19496.0,4908.0,0.0,574.0,6719.0,4262.0,2017.0,-4.0,90.0,382.0,0.37,0.06,1.0,1.0,1.0,0.0,0.0,5377.0,15195.0,0.22,2.62,2.3,1.52,0.19,6719.0,0.06,0.03,6.22,0.03,0.15,-0.18,-81.0,537892101
0.0,5.0,9149.0,200.0,30.0,0.0,2620.0,380.0,3279.0,270.0,0.0,98.0,2156.0,3279.0,1.0,1.0,7.0,615.0,312.0,273.0,2.0,0.0,32.0,0.49,0.05,1.0,0.0,0.0,0.8462543190414205,0.0,2082.0,2493.0,0.24,3.65,0.31,6.56,0.11,615.0,0.05,0.01,1.29,0.0,1.4,1.11,330.0,538252201
0.0,5.0,17206.335868518705,282.0,135.0,0.0,59.0,48.0,432.0,0.0,0.0,-40.0,556.0,432.0,41.0,118.0,90.0,223.0,110.0,509.0,28.0,0.0,-367.0,0.51,-1.65,1.0,0.0,0.0,0.0,0.0,252.0,339.0,0.22,3.7,3.07,7.0,0.0,223.0,-1.65,5.72,-831.44,-1.72,0.56,-1.22,-202.0,538312101
0.0,4.0,10800.0,597.0,1017.0,5.0,1682.0,847.0,5653.0,1310.0,0.0,244.0,500.0,5653.0,1773.0,325.0,2069.0,6835.0,5711.0,587.0,29.0,1.0,566.0,0.17,0.08,1.0,0.0,0.0,0.0,0.0,1148.0,1995.0,0.65,1.31,0.85,2.42,0.66,6835.0,0.08,0.35,27.66,0.63,0.89,0.71,234.0,538322101
0.0,3.0,6282.0,221.0,337.0,0.0,0.0,580.0,4019.0,0.0,0.0,0.0,0.0,4019.0,2133.0,11.0,939.0,5647.0,3101.0,1479.0,-228.0,104.0,736.0,0.45,0.13,1.0,0.0,0.0,0.0,0.0,1324.0,2269.0,0.44,1.76,1.76,2.4,0.0,5647.0,0.13,0.39,21.0,0.48,0.24,0.99,365.0,540412201
1.0,4.0,6400.0,589.0,1623.0,0.0,4399.0,2398.0,12134.0,3150.0,0.0,140.0,2201.0,12134.0,2232.0,22.0,3137.0,18110.0,13734.0,4461.0,1.0,342.0,-350.0,0.24,-0.02,1.0,1.0,1.0,0.8462543190414205,0.0,1824.0,4436.0,0.58,1.26,0.63,2.51,0.66,18110.0,-0.02,-0.07,0.97,-0.07,0.12,-3.88,-472.0,541322301
1.0,4.0,5273.0,239.0,144.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,528.0,0.0,489.0,1.0,13497.0,13753.0,511.0,0.0,0.0,-767.0,-0.02,-0.06,1.0,1.0,1.0,0.0,0.0,-1152.0,-1152.0,3.18,0.31,0.31,0.0,0.0,13497.0,-0.06,0.98,0.0,1.8,3.45,-1.96,-508.0,541772101
1.0,4.0,11538.0,92.0,598.0,62.0,1129.0,92.0,5859.0,1460.0,0.0,12.0,1280.0,5859.0,2622.0,86.0,2464.0,8831.0,6570.0,1846.0,5.0,0.0,420.0,0.26,0.05,1.0,0.0,1.0,0.0,0.0,1375.0,1621.0,0.72,1.32,1.06,6.59,0.19,8831.0,0.05,0.26,0.0,0.0,0.53,0.39,118.0,542192101
1.0,3.0,8481.0,3068.0,1520.0,2394.0,2900.0,157.0,14831.0,0.0,0.0,631.0,50.0,14831.0,4485.0,948.0,2946.0,13335.0,8103.0,2742.0,60.0,406.0,2298.0,0.4,0.17,1.0,0.0,0.0,0.0,0.0,6416.0,8592.0,0.42,2.03,1.56,3.98,0.0,13335.0,0.17,0.31,0.0,0.37,1.05,1.14,1224.0,542462201
1.0,3.0,8856.0,0.0,1687.0,0.0,1242.0,43.0,5139.0,965.0,0.0,153.0,141.0,5139.0,490.0,812.0,1074.0,12561.0,6895.0,5316.0,-30.0,0.0,320.0,0.45,0.03,1.0,0.0,1.0,0.0,0.0,2422.0,2531.0,0.51,1.93,1.45,58.46,0.38,12561.0,0.03,0.13,25.2,0.0,0.87,1.77,205.0,542702101
1.0,3.0,11053.0,1479.0,7616.0,1490.0,26161.0,3412.0,59377.0,1539.0,7175.0,1277.0,240.0,59377.0,12572.0,301.0,16745.0,26819.0,20205.0,3885.0,99.0,258.0,2400.0,0.25,0.09,1.0,1.0,0.0,0.0,0.0,2332.0,2780.0,0.88,1.12,0.9,6.23,0.18,13828.0,0.03,0.14,33.9,-0.16,0.35,-0.4,-278.0,542752201
1.0,4.0,10842.0,3866.0,2582.0,0.0,5170.0,552.0,28294.0,5890.0,754.0,1013.0,3151.0,28294.0,12630.0,4059.0,2580.0,32711.0,26165.0,4053.0,-22.0,378.0,2141.0,0.2,0.07,1.0,0.0,0.0,0.0,0.0,12150.0,14975.0,0.45,1.95,1.54,6.22,0.43,32711.0,0.07,0.14,15.04,-0.01,0.02,-0.09,-211.0,543052101
1.0,4.0,11165.0,2731.0,1749.0,0.0,69.0,314.0,27910.0,1975.0,0.0,437.0,3432.0,27910.0,13704.0,154.0,-86.0,50678.0,38512.0,9323.0,23.0,503.0,2362.0,0.24,0.05,1.0,0.0,0.0,0.0,0.0,14513.0,14219.0,0.48,2.28,2.28,31.37,0.14,50678.0,0.05,0.18,77.19,0.3,-0.49,0.29,533.0,543442102
1.0,4.0,5857.0,134.0,51.0,0.0,112.0,0.0,469.0,4.0,0.0,-2.0,0.0,469.0,77.0,0.0,273.0,467.0,359.0,67.0,2.0,0.0,43.0,0.23,0.09,1.0,0.0,0.0,0.0,0.0,746.0,794.0,0.84,1.16,0.87,18.74,3.35,15880.0,0.01,0.24,2.92,0.28,0.91,-0.01,-2.0,544182201
0.0,5.0,8517.0,665.0,837.0,0.0,103.0,46.0,4285.0,0.0,0.0,17.0,520.0,4285.0,636.0,1115.0,1063.0,9341.0,6227.0,2145.0,21.0,41.0,1076.0,0.34,0.12,1.0,1.0,0.0,0.0,0.0,1501.0,1947.0,0.59,1.54,1.5,4.44,0.0,9341.0,0.12,0.74,0.0,1.03,0.99,2.39,759.0,545332201
1.0,4.0,12298.0,1179.0,626.0,0.0,225.0,3.0,1660.0,0.0,0.0,18.0,3.0,1660.0,763.0,5.0,816.0,2361.0,2140.0,146.0,0.0,0.0,78.0,0.09,0.03,1.0,0.0,1.0,0.0,0.0,114.0,117.0,0.93,1.08,0.84,40.26,0.0,2054.0,0.03,0.85,0.0,1.35,1.18,2.03,47.0,548452201
0.0,4.0,9004.0,570.0,669.0,26.0,1046.0,44.0,7339.0,0.0,0.0,90.0,200.0,7339.0,336.0,3855.0,3785.0,9474.0,7689.0,851.0,21.0,55.0,900.0,0.19,0.1,1.0,1.0,0.0,0.0,1.0,1833.0,2460.0,0.65,1.38,1.17,4.1,0.0,9474.0,0.1,0.42,0.0,0.54,3.01,4.43,734.0,548612101
0.0,5.0,8259.0,228.0,753.0,0.0,495.0,58.0,2554.0,450.0,0.0,173.0,339.0,2554.0,1101.0,28.0,891.0,2999.0,1452.0,751.0,62.0,0.0,858.0,0.53,0.29,1.0,0.0,0.0,0.0,1.0,1423.0,1111.0,0.56,2.38,1.9,26.44,0.4,2999.0,0.29,1.29,33.87,4.08,1.82,2.13,584.0,548762101
1.0,3.0,5690.0,429.0,418.0,0.0,1508.0,381.0,4416.0,0.0,0.0,40.0,50.0,4416.0,261.0,1756.0,1130.0,11107.0,9656.0,1001.0,8.0,0.0,458.0,0.13,0.04,1.0,0.0,0.0,0.0,0.0,691.0,973.0,0.78,1.21,0.76,2.82,0.0,11107.0,0.04,0.73,77.02,2.52,2.11,2.63,332.0,549712101
1.0,4.0,15771.0,317.0,162.0,0.0,10905.0,232.0,27577.0,0.0,0.0,139.0,6000.0,27577.0,12398.0,192.0,12008.0,58446.0,52084.0,3749.0,10.0,61.0,2588.0,0.11,0.04,1.0,1.0,0.0,0.0,0.0,8265.0,8566.0,0.69,1.44,0.86,36.92,0.0,58446.0,0.04,0.41,81.02,1.15,1.07,5.47,2188.0,557692201
1.0,4.0,6363.0,858.0,804.0,2177.0,887.0,1950.0,9912.0,1008.0,1307.0,132.0,1200.0,9912.0,3265.0,39.0,2139.0,11687.0,9881.0,1297.0,256.0,0.0,832.0,0.16,0.07,1.0,0.0,1.0,0.8462543190414205,0.0,1432.0,3400.0,0.65,1.22,1.08,1.75,0.44,11687.0,0.07,0.31,14.91,0.8,0.25,1.73,527.0,559582201
0.0,3.0,10672.0,567.0,398.0,341.0,543.0,328.0,4457.0,0.0,0.0,138.0,2030.0,3617.0,2071.0,36.0,1223.0,6589.0,5197.0,1048.0,-10.0,0.0,344.0,0.21,0.05,1.0,1.0,0.0,0.0,0.0,1480.0,2407.0,0.48,1.67,1.53,2.4,0.0,6269.0,0.08,0.27,5.97,0.75,0.41,2.5,364.0,563022202
1.0,4.0,11370.0,2419.0,3007.0,7.0,2291.0,572.0,11054.0,420.0,0.0,-102.0,374.0,11054.0,2219.0,595.0,1999.0,9389.0,6692.0,2331.0,68.0,68.0,543.0,0.29,0.06,1.0,1.0,0.0,0.0,0.0,2762.0,4584.0,0.58,1.45,1.08,2.32,0.09,9389.0,0.06,0.15,21.63,0.62,0.12,-0.27,-201.0,563372201
0.0,4.0,10859.0,103.0,235.0,0.0,0.0,17.0,2296.0,112.0,0.0,0.0,331.0,2296.0,952.0,949.0,295.0,12088.0,9977.0,2442.0,22.0,0.0,-310.0,0.17,-0.03,1.0,1.0,0.0,0.0,0.0,1404.0,1309.0,0.43,2.6,2.6,84.17,0.09,12088.0,-0.03,-0.43,-14.24,9.98,3.19,-0.58,-114.0,565612203
0.0,3.0,6385.0,194.0,256.0,0.0,126.0,359.0,2257.0,198.0,0.0,33.0,100.0,2257.0,1489.0,27.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,418.0,777.0,0.66,1.28,1.2,2.17,0.26,5390.0,0.04,0.35,12.03,0.43,0.57,0.17,35.0,565792201
1.0,4.0,9862.0,20.0,26.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,50.0,279.0,2.0,0.0,0.0,1346.0,991.0,232.0,45.0,0.0,175.0,0.26,0.13,1.0,1.0,1.0,0.0,0.0,175.0,175.0,0.37,2.67,2.67,1040.8,0.0,1346.0,0.13,2.0,0.0,0.0,0.0,0.0,175.0,568802201
1.0,3.0,12809.0,709.0,209.0,0.0,0.0,32.0,1388.0,120.0,0.0,1.0,650.0,1388.0,241.0,399.0,96.0,14879.0,12487.0,2120.0,-7.0,68.0,197.0,0.16,0.01,1.0,0.0,1.0,0.0,0.0,983.0,1015.0,0.27,3.63,3.63,31.41,0.12,14879.0,0.01,0.22,11.28,0.36,0.56,12.79,183.0,569272202
0.0,4.0,10556.0,127.0,28.0,0.0,0.0,52.0,657.0,0.0,0.0,16.0,10.0,657.0,409.0,8.0,4.0,1037.0,46.0,974.0,0.0,0.0,17.0,0.96,0.02,1.0,0.0,0.0,0.0,0.0,466.0,518.0,0.21,4.34,4.34,9.97,0.0,1037.0,0.02,0.07,0.0,221.40222716267277,32.48,0.61,7.0,569532202
1.0,3.0,10003.0,869.0,814.0,37.0,790.0,5391.0,15314.0,2472.0,0.0,249.0,1624.0,15314.0,4778.0,1642.0,4054.0,19479.0,14573.0,4196.0,234.0,0.0,1014.0,0.26,0.05,1.0,0.0,1.0,0.0,0.0,2429.0,5576.0,0.64,1.33,1.22,1.55,0.44,19479.0,0.05,0.19,3.11,0.11,0.31,-0.35,-550.0,570112203
0.0,4.0,8556.0,3552.0,1540.0,841.0,2151.0,51.0,7517.0,0.0,0.0,-86.0,800.0,7517.0,1644.0,68.0,5732.0,21170.0,12490.0,7923.0,36.0,0.0,806.0,0.41,0.04,1.0,0.0,0.0,0.0,0.0,1454.0,1572.0,0.79,1.24,0.88,40.98,0.0,21170.0,0.04,0.87,0.0,4.97,0.92,6.9,704.0,570132202
0.0,2.0,11700.0,207.0,29.0,0.0,167.0,229.0,935.0,0.0,0.0,6.0,510.0,935.0,70.0,13.0,142.0,1504.0,1098.0,396.0,9.0,0.0,19.0,0.28,0.01,1.0,1.0,0.0,0.0,0.0,165.0,401.0,0.57,1.31,0.25,1.75,0.0,1504.0,0.01,0.05,2.68,0.05,3.28,1.19,121.0,570482201
1.0,3.0,6540.01,497.0,884.0,0.0,0.0,26.0,2840.0,0.0,0.0,0.0,850.0,2840.0,1225.0,0.0,-66.0,7883.0,6379.0,1106.0,-60.0,0.0,338.0,0.19,0.04,1.0,0.0,0.0,0.0,0.0,2315.0,2411.0,0.13,7.44,7.44,25.77,0.0,7883.0,0.04,0.22,0.0,3.18,1.11,1.45,200.0,570702201
1.0,5.0,8648.0,691.0,1057.0,566.0,1477.0,1298.0,8470.0,680.0,0.0,164.0,1000.0,8470.0,2400.0,39.0,457.0,7368.0,4697.0,2280.0,1.0,6.0,398.0,0.37,0.05,1.0,0.0,0.0,0.0,0.0,3141.0,5079.0,0.4,1.93,1.49,2.73,0.13,7368.0,0.05,0.08,30.42,0.09,0.21,-0.34,-207.0,571192201
1.0,5.0,9700.0,260.0,1523.0,0.0,6462.0,167.0,19764.0,3596.0,0.0,-328.0,2376.0,19764.0,4418.0,830.0,4208.0,29751.0,9561.0,15052.0,51.0,5.0,4765.0,0.68,0.16,1.0,1.0,0.0,0.0,0.0,10858.0,10891.0,0.45,2.61,1.65,63.79,0.33,29751.0,0.16,0.58,64.61,0.94,0.71,0.34,1222.0,572312201
